Well,X,Y,NTG
231-918,231,918,0.35058543045610885
231-919,231,919,0.3194827830167247
231-921,231,921,0.30118586467573893
231-922,231,922,0.321505724518629
231-923,231,923,0.3400113485558746
231-924,231,924,0.3212093443512948
231-925,231,925,0.3349074423435957
231-926,231,926,0.29293365521851317
231-927,231,927,0.31756846131855976
231-928,231,928,0.3159682768966324
232-901,232,901,0.4647008882078964
232-902,232,902,0.4229963597276136
232-903,232,903,0.509051942463281
232-904,232,904,0.4091265058558025
232-905,232,905,0.4361394270709973
232-906,232,906,0.2698865157806712
232-907,232,907,0.2408822953141327
232-908,232,908,0.2819456532488427
232-909,232,909,0.281121914369693
232-912,232,912,0.29737614411199875
232-913,232,913,0.3356100045572925
232-914,232,914,0.3119515105271672
232-915,232,915,0.35213185528452173
232-916,232,916,0.3509559168827574
232-918,232,918,0.35044881938434386
232-919,232,919,0.31934617194495973
232-920,232,920,0.3451133790177294
232-921,232,921,0.30104925360397394
232-922,232,922,0.32136911344686403
232-923,232,923,0.33987473748410957
232-924,232,924,0.3210727332795298
232-925,232,925,0.3347708312718307
232-926,232,926,0.2927970441467481
232-927,232,927,0.31743185024679477
232-928,232,928,0.3158316658248673
232-930,232,930,0.2923060062466713
233-901,233,901,0.4645642771361314
233-902,233,902,0.42285974865584863
233-903,233,903,0.508915331391516
233-904,233,904,0.4089898947840375
233-905,233,905,0.4360028159992323
233-906,233,906,0.3651577736874064
233-907,233,907,0.24074568424236767
233-908,233,908,0.2818090421770777
233-909,233,909,0.280985303297928
233-910,233,910,0.26901637949980794
233-911,233,911,0.3113493471682318
233-912,233,912,0.29723953304023376
233-913,233,913,0.33547339348552746
233-914,233,914,0.3118148994554022
233-915,233,915,0.35199524421275674
233-916,233,916,0.35081930581099235
233-917,233,917,0.35562105894876994
233-918,233,918,0.3503122083125788
233-919,233,919,0.31920956087319474
233-920,233,920,0.3449767679459644
233-921,233,921,0.30091264253220895
233-922,233,922,0.3212325023750989
233-923,233,923,0.28026035017834583
233-924,233,924,0.261458345973766
233-925,233,925,0.33463422020006567
233-926,233,926,0.29266043307498313
233-927,233,927,0.31729523917502966
233-928,233,928,0.31569505475310233
233-929,233,929,0.3065846476507944
233-930,233,930,0.29216939517490625
234-901,234,901,0.46442766606436636
234-902,234,902,0.4227231375840836
234-903,234,903,0.5087787203197509
234-904,234,904,0.4088532837122725
234-905,234,905,0.43586620492746725
234-906,234,906,0.3650211626156414
234-907,234,907,0.3360169421491029
234-908,234,908,0.28167243110531265
234-909,234,909,0.28084869222616293
234-910,234,910,0.26887976842804295
234-911,234,911,0.3112127360964667
234-912,234,912,0.2971029219684687
234-913,234,913,0.3164036703156179
234-914,234,914,0.29274517628549257
234-915,234,915,0.3094417411062276
234-916,234,916,0.35068269473922736
234-917,234,917,0.3554844478770049
234-918,234,918,0.35017559724081376
234-919,234,919,0.31907294980142964
234-920,234,920,0.2853623806402006
234-922,234,922,0.2616181150693352
234-923,234,923,0.2801237391065808
234-924,234,924,0.26132173490200095
234-925,234,925,0.3025566014907165
234-926,234,926,0.292523822003218
234-927,234,927,0.3171586281032647
234-928,234,928,0.31555844368133734
234-929,234,929,0.3064480365790293
234-930,234,930,0.29203278410314126
235-901,235,901,0.4642910549926013
235-902,235,902,0.42258652651231854
235-904,235,904,0.40871667264050743
235-905,235,905,0.4357295938557022
235-906,235,906,0.36488455154387633
235-907,235,907,0.33588033107733783
235-908,235,908,0.3769436890120479
235-909,235,909,0.28071208115439794
235-910,235,910,0.24981004525813338
235-911,235,911,0.2921430129265572
235-912,235,912,0.27803319879855914
235-913,235,913,0.3162670592438528
235-914,235,914,0.2926085652137276
235-916,235,916,0.30812919163269814
235-917,235,917,0.35534783680523985
235-918,235,918,0.29056120993504997
235-919,235,919,0.2594585624956659
235-920,235,920,0.2852257695684356
235-921,235,921,0.24116164415468008
235-922,235,922,0.26148150399757014
235-923,235,923,0.27998712803481574
235-925,235,925,0.3024199904189515
235-926,235,926,0.26044620329386897
235-927,235,927,0.3170220170314997
235-928,235,928,0.31542183260957224
235-929,235,929,0.3063114255072643
235-930,235,930,0.2918961730313762
236-901,236,901,0.46415444392083627
236-902,236,902,0.42244991544055355
236-903,236,903,0.5085054981762209
236-904,236,904,0.40858006156874244
236-905,236,905,0.4355929827839372
236-906,236,906,0.3647479404721113
236-907,236,907,0.33574372000557284
236-908,236,908,0.37680707794028284
236-909,236,909,0.26164235798448837
236-910,236,910,0.24967343418636834
236-911,236,911,0.29200640185479215
236-912,236,912,0.27789658772679415
236-913,236,913,0.3161304481720878
236-914,236,914,0.29247195414196253
236-915,236,915,0.3091685189626975
236-916,236,916,0.30799258056093315
236-917,236,917,0.2957334494994761
236-918,236,918,0.290424598863285
236-919,236,919,0.25932195142390085
236-920,236,920,0.28508915849667055
236-921,236,921,0.24102503308291506
236-922,236,922,0.2613448929258051
236-923,236,923,0.27985051696305074
236-924,236,924,0.26104851275847085
236-925,236,925,0.3022833793471865
236-926,236,926,0.2603095922221039
236-927,236,927,0.28494439832215057
236-928,236,928,0.31528522153780725
236-929,236,929,0.3061748144354992
236-930,236,930,0.29175956195961117
237-901,237,901,0.4640178328490713
237-902,237,902,0.4223133043687885
237-903,237,903,0.5083688871044558
237-905,237,905,0.43545637171217216
237-906,237,906,0.3646113294003463
237-907,237,907,0.3356071089338078
237-908,237,908,0.3766704668685178
237-909,237,909,0.2615057469127233
237-910,237,910,0.24953682311460332
237-911,237,911,0.2918697907830271
237-912,237,912,0.27775997665502905
237-913,237,913,0.3159938371003228
237-915,237,915,0.3090319078909325
237-916,237,916,0.30785596948916805
237-917,237,917,0.3126577226269457
237-918,237,918,0.29028798779152
237-921,237,921,0.24088842201115002
237-922,237,922,0.2612082818540401
237-923,237,923,0.27971390589128564
237-925,237,925,0.3021467682754214
237-926,237,926,0.26017298115033893
237-927,237,927,0.2848077872503855
237-928,237,928,0.31514861046604215
237-929,237,929,0.3060382033637342
237-930,237,930,0.2916229508878462
238-901,238,901,0.46388122177730623
238-902,238,902,0.42217669329702345
238-903,238,903,0.5082322760326908
238-904,238,904,0.40830683942521234
238-905,238,905,0.4353197606404071
238-906,238,906,0.36447471832858125
238-908,238,908,0.3765338557967528
238-909,238,909,0.26136913584095833
238-910,238,910,0.2494002120428383
238-911,238,911,0.2917331797112621
238-912,238,912,0.27762336558326406
238-913,238,913,0.3158572260285578
238-914,238,914,0.2921987319984325
238-915,238,915,0.3088952968191674
238-916,238,916,0.30771935841740305
238-917,238,917,0.3125211115551806
238-918,238,918,0.2901513767197549
238-919,238,919,0.2590487292803708
238-920,238,920,0.2848159363531405
238-922,238,922,0.26107167078227506
238-923,238,923,0.27957729481952065
238-925,238,925,0.3020101572036564
238-926,238,926,0.2600363700785739
238-927,238,927,0.2846711761786205
238-928,238,928,0.35871600759537314
238-929,238,929,0.34960560049306516
238-930,238,930,0.29148633981608113
239-902,239,902,0.42204008222525846
239-903,239,903,0.5080956649609258
239-904,239,904,0.40817022835344735
239-905,239,905,0.43518314956864207
239-906,239,906,0.3643381072568162
239-907,239,907,0.3353338867902777
239-908,239,908,0.26205626364834295
239-909,239,909,0.2612325247691933
239-911,239,911,0.29159656863949707
239-912,239,912,0.277486754511499
239-913,239,913,0.3157206149567927
239-914,239,914,0.2920621209266674
239-915,239,915,0.3087586857474024
239-916,239,916,0.30758274734563806
239-917,239,917,0.3123845004834156
239-918,239,918,0.30904872100312253
239-919,239,919,0.2589121182086057
239-920,239,920,0.28467932528137546
239-921,239,921,0.24061519986761998
239-923,239,923,0.27944068374775566
239-924,239,924,0.26063867954317577
239-925,239,925,0.3018735461318914
239-926,239,926,0.33554477484548884
239-927,239,927,0.3601795809455355
239-928,239,928,0.3585793965236081
239-929,239,929,0.3494689894213001
239-930,239,930,0.3350537369454121
240-901,240,901,0.4636079996337762
240-902,240,902,0.4219034711534934
240-903,240,903,0.5079590538891607
240-904,240,904,0.4080336172816823
240-905,240,905,0.4350465384968771
240-906,240,906,0.2987805876166265
240-907,240,907,0.269776367150088
240-908,240,908,0.31083972508479807
240-909,240,909,0.26109591369742824
240-910,240,910,0.24912698989930823
240-911,240,911,0.291459957567732
240-912,240,912,0.27735014343973396
240-914,240,914,0.2919255098549024
240-915,240,915,0.3086220746756374
240-916,240,916,0.30744613627387296
240-917,240,917,0.31422096056754867
240-918,240,918,0.30891210993135754
240-919,240,919,0.27780946249197336
240-920,240,920,0.30357666956474316
240-921,240,921,0.25951254415098757
240-922,240,922,0.27983240399387765
240-923,240,923,0.27930407267599056
240-924,240,924,0.3361470843100908
240-925,240,925,0.3773819508988064
240-927,240,927,0.36004296987377044
240-929,240,929,0.34933237834953507
240-930,240,930,0.334917125873647
241-901,241,901,0.46347138856201114
241-902,241,902,0.42176686008172837
241-903,241,903,0.5078224428173957
241-904,241,904,0.3424760976414926
241-905,241,905,0.3694890188566874
241-906,241,906,0.29864397654486147
241-908,241,908,0.310703114013033
241-909,241,909,0.30987937513388336
241-911,241,911,0.29132334649596703
241-912,241,912,0.277213532367969
241-913,241,913,0.31544739281326273
241-914,241,914,0.2917888987831374
241-915,241,915,0.3084854636038723
241-916,241,916,0.30730952520210797
241-917,241,917,0.31408434949578357
241-918,241,918,0.30877549885959243
241-919,241,919,0.27767285142020837
241-920,241,920,0.30344005849297806
241-923,241,923,0.2982014169593582
241-924,241,924,0.3360104732383258
241-925,241,925,0.37724533982704134
241-926,241,926,0.3352715527019588
241-927,241,927,0.3599063588020054
241-928,241,928,0.35830617438007806
241-929,241,929,0.34919576727777
241-930,241,930,0.334780514801882
242-901,242,901,0.39791386892182146
242-902,242,902,0.3562093404415387
242-904,242,904,0.34233948656972757
242-905,242,905,0.36935240778492234
242-906,242,906,0.2985073654730965
242-908,242,908,0.310566502941268
242-909,242,909,0.3097427640621183
242-910,242,910,0.2872955598566631
242-911,242,911,0.3296285275250869
242-912,242,912,0.31551871339708887
242-913,242,913,0.35375257384238257
242-914,242,914,0.33009407981225725
242-915,242,915,0.3467906446329922
242-916,242,916,0.30914598528624104
242-917,242,917,0.3139477384240186
242-919,242,919,0.2775362403484433
242-920,242,920,0.30330344742121307
242-921,242,921,0.25923932200745753
242-922,242,922,0.27955918185034756
242-923,242,923,0.2980648058875932
242-924,242,924,0.33587386216656073
242-925,242,925,0.37710872875527635
242-926,242,926,0.33513494163019375
242-927,242,927,0.3597697477302404
242-928,242,928,0.358169563308313
242-929,242,929,0.34905915620600503
242-930,242,930,0.33464390373011693
243-901,243,901,0.3977772578500564
243-902,243,902,0.3560727293697737
243-903,243,903,0.44212831210544107
243-904,243,904,0.3422028754979625
243-905,243,905,0.36921579671315735
243-906,243,906,0.29837075440133143
243-908,243,908,0.310429891869503
243-909,243,909,0.29912787258301804
243-910,243,910,0.28715894878489806
243-911,243,911,0.3294919164533219
243-912,243,912,0.3153821023253238
243-913,243,913,0.3536159627706175
243-914,243,914,0.32995746874049225
243-915,243,915,0.3466540335612272
243-916,243,916,0.30900937421447594
243-917,243,917,0.3138111273522536
243-918,243,918,0.30850227671606245
243-919,243,919,0.2773996292766783
243-920,243,920,0.30316683634944797
243-921,243,921,0.2591027109356925
243-922,243,922,0.27942257077858257
243-923,243,923,0.3545392552993755
243-924,243,924,0.33573725109479574
243-925,243,925,0.3769721176835113
243-927,243,927,0.35963313665847535
243-929,243,929,0.34892254513424
243-930,243,930,0.33450729265835194
244-901,244,901,0.39764064677829136
244-902,244,902,0.35593611829800864
244-903,244,903,0.441991701033676
244-904,244,904,0.34206626442619753
244-905,244,905,0.3690791856413923
244-906,244,906,0.2982341433295664
244-907,244,907,0.26922992286302794
244-908,244,908,0.31029328079773794
244-909,244,909,0.29899126151125305
244-910,244,910,0.287022337713133
244-913,244,913,0.3534793516988525
244-914,244,914,0.3298208576687272
244-915,244,915,0.34651742248946216
244-916,244,916,0.3453414840876978
244-917,244,917,0.3136745162804885
244-918,244,918,0.30836566564429735
244-919,244,919,0.2772630182049133
244-922,244,922,0.2792859597068175
244-924,244,924,0.3356006400230307
244-925,244,925,0.37683550661174625
244-926,244,926,0.3348617194866637
244-928,244,928,0.35789634116478297
244-929,244,929,0.34878593406247493
244-930,244,930,0.3343706815865869
245-901,245,901,0.39750403570652637
245-902,245,902,0.3557995072262436
245-903,245,903,0.441855089961911
245-904,245,904,0.3419296533544325
245-905,245,905,0.36894257456962726
245-906,245,906,0.2980975322578014
245-907,245,907,0.2690933117912629
245-909,245,909,0.298854650439488
245-910,245,910,0.286885726641368
245-912,245,912,0.3151088801817938
245-913,245,913,0.3533427406270875
245-914,245,914,0.32968424659696216
245-915,245,915,0.3463808114176971
245-916,245,916,0.3452048730159328
245-917,245,917,0.3135379052087235
245-918,245,918,0.30822905457253236
245-919,245,919,0.27712640713314823
245-920,245,920,0.302893614205918
245-921,245,921,0.25882948879216244
245-922,245,922,0.2791493486350525
245-924,245,924,0.33546402895126565
245-925,245,925,0.37669889553998126
245-926,245,926,0.33472510841489866
245-927,245,927,0.3593599145149453
245-928,245,928,0.3577597300930179
245-929,245,929,0.34864932299070994
245-930,245,930,0.33423407051482185
246-901,246,901,0.3973674246347613
246-902,246,902,0.3556628961544786
246-903,246,903,0.4417184788901459
246-904,246,904,0.34179304228266744
246-906,246,906,0.29796092118603634
246-907,246,907,0.26895670071949784
246-908,246,908,0.31002005865420784
246-909,246,909,0.29871803936772295
246-910,246,910,0.2867491155696029
246-911,246,911,0.3290820832380268
246-912,246,912,0.31497226911002874
246-913,246,913,0.35320612955532243
246-914,246,914,0.32954763552519717
246-915,246,915,0.34624420034593206
246-916,246,916,0.34506826194416773
246-917,246,917,0.3134012941369585
246-918,246,918,0.30809244350076737
246-919,246,919,0.2769897960613832
246-920,246,920,0.3027570031341529
246-921,246,921,0.2586928777203974
246-922,246,922,0.2790127375632875
246-924,246,924,0.3353274178795006
246-925,246,925,0.3765622844682162
246-926,246,926,0.3345884973431337
246-927,246,927,0.35922330344318026
246-928,246,928,0.3576231190212529
246-929,246,929,0.3485127119189449
246-930,246,930,0.33409745944305685
